codigo_turma,codigo,nome,professor,credito,vagas,inscritos,status,horario_sala,extra
"INF1045, PROJETO E CONSTRUÇÃO SISTEMAS, 3WA",INF1045,PROJETO E CONSTRUÇÃO SISTEMAS,ALESSANDRO FABRICIO GARCIA,3WA,I,TER 15-17 L160  QUI 15-17 L160,0,5,0
"INF1173, TOP AVANCADOS EM PROGRAMACAO, 3WA",INF1173,TOP AVANCADOS EM PROGRAMACAO,RAFAEL MARTINELLI PINTO,3WA,I,SEX 11-13 L540,0,0,0
"INF1306, TOP EM COMPUTACAO III, 3WA",INF1306,TOP EM COMPUTACAO III,AUGUSTO CESAR ESPINDOLA BAFFA,3WA,I,SEG 09-11 L518  QUA 09-11 L518,0,0,0
"INF1307, TOP EM COMPUTACAO IV, 3WA",INF1307,TOP EM COMPUTACAO IV,LUIS FERNANDO TEIXEIRA BICALHO,3WA,I,TER 11-13 RDC  QUI 11-13 RDC,0,0,0
"INF1316, SISTEMAS OPERACIONAIS, 3WA",INF1316,SISTEMAS OPERACIONAIS,LUIZ FERNANDO BESSA SEIBEL,3WA,I,TER 09-11 L540  QUI 09-11 L540,0,0,0
"INF1316, SISTEMAS OPERACIONAIS, 3WB",INF1316,SISTEMAS OPERACIONAIS,MARKUS ENDLER,3WB,I,TER 11-13 L540  QUI 11-13 L540,0,0,0
"INF1319, TOP EM COMPUTACAO VII, 3WA",INF1319,TOP EM COMPUTACAO VII,ROGERIO FERREIRA RODRIGUES,3WA,I,SEG 17-19 VIRTUAL  QUA 17-19 VIRTUAL,0,0,0
"INF1340, BANCO DE DADOS II, 3WA",INF1340,BANCO DE DADOS II,MARCOS VIANNA VILLAS,3WA,I,TER 07-09 L160  QUI 07-09 L160,0,0,0
"INF1383, BANCOS DE DADOS, 3WA",INF1383,BANCOS DE DADOS,SERGIO LIFSCHITZ,3WA,I,TER 15-17 L144  QUI 15-17 L144,0,0,0
"INF1383, BANCOS DE DADOS, 3WB",INF1383,BANCOS DE DADOS,LUIZ FERNANDO BESSA SEIBEL,3WB,I,TER 13-15 L150  QUI 13-15 L150,0,0,0
"INF1398, TOP ESPECIAIS EM INFORMATICA, 3WA",INF1398,TOP ESPECIAIS EM INFORMATICA,JULIANA ARRIEL,3WA,I,GAVEA,0,4,0
"INF1403, INTR INT HUMANO-COMPUTADOR, 3WA",INF1403,INTR INT HUMANO-COMPUTADOR,GREIS FRANCY MIREYA SILVA CALPA,3WA,I,TER 09-11 L144  QUI 09-11 L144,0,0,0
"INF1403, INTR INT HUMANO-COMPUTADOR, 3WB",INF1403,INTR INT HUMANO-COMPUTADOR,SIMONE DINIZ JUNQUEIRA BARBOSA,3WB,I,TER 13-15 L160  QUI 13-15 L160,0,0,0
"INF1407, PROGRAMACAO PARA A WEB, 3WA",INF1407,PROGRAMACAO PARA A WEB,ALEXANDRE MALHEIROS MESLIN,3WA,I,TER 07-09 LAB  QUI 07-09 LAB,0,0,0
"INF1408, ANALISE DE PROCESSOS, 3WA",INF1408,ANALISE DE PROCESSOS,EDMUNDO BASTOS TORREAO,3WA,I,SEG 17-19 VIRTUAL  QUA 17-19 VIRTUAL,0,0,0
"INF1410, GERENC PROJ EM INFORMATICA, 3WA",INF1410,GERENC PROJ EM INFORMATICA,MARCANTONIO GIUSEPPE MARIA CARLO FABRA,3WA,I,SEG 15-17 L456  QUA 15-17 L456,0,0,0
"INF1416, SEGURANCA DA INFORMACAO, 3WA",INF1416,SEGURANCA DA INFORMACAO,ANDERSON OLIVEIRA DA SILVA,3WA,I,SEG 13-15 L110  QUA 13-15 L110,0,0,0
"INF1514, INTRODUÇÃO À ANÁLISE DE DADOS, 3JA",INF1514,INTRODUÇÃO À ANÁLISE DE DADOS,MARCIO LUIZ RAMOS DOS SANTOS,3JA,I,TER 13-15 RDC  QUI 13-15 RDC  SEX 13-15 RDC,0,0,0
"INF1514, INTRODUÇÃO À ANÁLISE DE DADOS, 3JB",INF1514,INTRODUÇÃO À ANÁLISE DE DADOS,SHEILA CRISTINA ZANI,3JB,I,TER 07-09 RDC  QUI 07-09 RDC  SEX 07-09 RDC,0,0,0
"INF1514, INTRODUÇÃO À ANÁLISE DE DADOS, 3JC",INF1514,INTRODUÇÃO À ANÁLISE DE DADOS,ANA CAROLINA LETICHEVSKY,3JC,I,TER 07-09 L540  QUI 07-09 L540  SEX 07-09 L540,0,0,0
"INF1515, ANÁLISE DE DADOS PARA ECONOMIA, 3JA",INF1515,ANÁLISE DE DADOS PARA ECONOMIA,MARCIO LUIZ RAMOS DOS SANTOS,3JA,I,TER 11-13 LAB  QUI 11-13 LAB,0,0,0
"INF1608, ANALISE NUMERICA I, 3WA",INF1608,ANALISE NUMERICA I,LEONARDO QUATRIN CAMPAGNOLO,3WA,I,TER 11-13 L160  QUI 11-13 RDC,0,0,0
"INF1631, ESTRUTURAS DISCRETAS, 3WA",INF1631,ESTRUTURAS DISCRETAS,EDUARDO SANY LABER,3WA,I,TER 13-15 L154  QUI 13-15 L154,0,0,0
"INF1636, PROGRAMACAO ORIENTADA OBJETOS, 3WA",INF1636,PROGRAMACAO ORIENTADA OBJETOS,IVAN MATHIAS FILHO,3WA,I,SEG 11-13 L150  QUA 11-13 L150,0,0,0
"INF1636, PROGRAMACAO ORIENTADA OBJETOS, 3WB",INF1636,PROGRAMACAO ORIENTADA OBJETOS,IVAN MATHIAS FILHO,3WB,I,SEG 09-11 L520  QUA 09-11 L520,0,0,0
"INF1640, REDES DE COMUNICACAO DE DADOS, 3WA",INF1640,REDES DE COMUNICACAO DE DADOS,SERGIO COLCHER,3WA,I,TER 11-13 L150  QUI 11-13 L150,0,1,0
"INF1640, REDES DE COMUNICACAO DE DADOS, 3WB",INF1640,REDES DE COMUNICACAO DE DADOS,DANIEL DE SOUSA MORAES,3WB,I,TER 09-11 L160  QUI 09-11 L160,0,1,0
"INF1643, REDES DE COMUNICAÇÃO DE DADOS, 3WA",INF1643,REDES DE COMUNICAÇÃO DE DADOS,SERGIO COLCHER,3WA,I,TER 11-13 L150  QUI 11-13 L150,0,0,0
"INF1643, REDES DE COMUNICAÇÃO DE DADOS, 3WB",INF1643,REDES DE COMUNICAÇÃO DE DADOS,DANIEL DE SOUSA MORAES,3WB,I,TER 09-11 L160  QUI 09-11 L160,0,0,0
"INF1721, ANALISE DE ALGORITMOS, 3WA",INF1721,ANALISE DE ALGORITMOS,MARCO SERPA MOLINARO,3WA,I,SEG 09-11 L506  QUA 09-11 L506,0,0,0
"INF1721, ANALISE DE ALGORITMOS, 3WB",INF1721,ANALISE DE ALGORITMOS,JOSE ALBERTO RODRIGUES PEREIRA SARDINHA,3WB,I,SEG 11-13 L510  QUA 11-13 L510,0,0,0
"INF1771, INTELIGENCIA ARTIFICIAL, 3WA",INF1771,INTELIGENCIA ARTIFICIAL,AUGUSTO CESAR ESPINDOLA BAFFA,3WA,I,SEG 13-15 L160  QUA 13-15 L160,0,0,0
"INF1802, TOP EM ENG DE COMPUTACAO II, 3WA",INF1802,TOP EM ENG DE COMPUTACAO II,JULIANA ARRIEL,3WA,I,GAVEA,0,4,0
"INF1824, PROJETO ORIENTADO IV, 3WA",INF1824,PROJETO ORIENTADO IV,JULIANA ARRIEL,3WA,I,GAVEA,0,8,0
"INF1824, PROJETO ORIENTADO IV, 3WB",INF1824,PROJETO ORIENTADO IV,AUGUSTO CESAR ESPINDOLA BAFFA,3WB,I,GAVEA,0,8,0
"INF1920, ESTAGIO SUPERVISIONADO, 3WA",INF1920,ESTAGIO SUPERVISIONADO,MELISSA LEMOS CAVALIERE,3WA,I,GAVEA,0,11,0
"INF1950, PROJETO FINAL I, 3WA",INF1950,PROJETO FINAL I,IVAN MATHIAS FILHO,3WA,I,GAVEA,0,2,0
"INF1950, PROJETO FINAL I, 3WB",INF1950,PROJETO FINAL I,LUIS FERNANDO TEIXEIRA BICALHO,3WB,I,GAVEA,0,2,0
"INF1950, PROJETO FINAL I, 3WC",INF1950,PROJETO FINAL I,MARCOS VIANNA VILLAS,3WC,I,GAVEA,0,2,0
"INF1950, PROJETO FINAL I, 3WD",INF1950,PROJETO FINAL I,ADRIANO FRANCISCO BRANCO,3WD,I,GAVEA,0,2,0
"INF1950, PROJETO FINAL I, 3WE",INF1950,PROJETO FINAL I,MARCANTONIO GIUSEPPE MARIA CARLO FABRA,3WE,I,GAVEA,0,2,0
"INF1950, PROJETO FINAL I, 3WF",INF1950,PROJETO FINAL I,HORISTA A CONTRATAR,3WF,I,GAVEA,0,2,0
"INF1951, PROJETO FINAL II, 3WA",INF1951,PROJETO FINAL II,IVAN MATHIAS FILHO,3WA,I,GAVEA,0,2,0
"INF1951, PROJETO FINAL II, 3WB",INF1951,PROJETO FINAL II,MARCOS VIANNA VILLAS,3WB,I,GAVEA,0,2,0
"INF1951, PROJETO FINAL II, 3WC",INF1951,PROJETO FINAL II,ADRIANO FRANCISCO BRANCO,3WC,I,GAVEA,0,2,0
"INF1951, PROJETO FINAL II, 3WD",INF1951,PROJETO FINAL II,HORISTA A CONTRATAR,3WD,I,GAVEA,0,2,0
"INF1951, PROJETO FINAL II, 3WE",INF1951,PROJETO FINAL II,HORISTA A CONTRATAR,3WE,I,GAVEA,0,2,0
"INF1951, PROJETO FINAL II, 3WF",INF1951,PROJETO FINAL II,HORISTA A CONTRATAR,3WF,I,GAVEA,0,2,0
"INF1951, PROJETO FINAL II, 3WG",INF1951,PROJETO FINAL II,HORISTA A CONTRATAR,3WG,I,GAVEA,0,2,0
"INF2002, TRAB IND EM ENG DE SOFTWARE I, 3WA",INF2002,TRAB IND EM ENG DE SOFTWARE I,JULIANA ARRIEL,3WA,I,GAVEA,0,2,0
"INF2002, TRAB IND EM ENG DE SOFTWARE I, 3WC",INF2002,TRAB IND EM ENG DE SOFTWARE I,ALESSANDRO FABRICIO GARCIA,3WC,I,GAVEA,0,2,0
"INF2002, TRAB IND EM ENG DE SOFTWARE I, 3WF",INF2002,TRAB IND EM ENG DE SOFTWARE I,MARCOS KALINOWSKI,3WF,I,GAVEA,0,2,0
"INF2003, TRAB IND EM ENG DE SOFTWARE II, 3WA",INF2003,TRAB IND EM ENG DE SOFTWARE II,JULIANA ARRIEL,3WA,I,GAVEA,0,4,0
"INF2003, TRAB IND EM ENG DE SOFTWARE II, 3WB",INF2003,TRAB IND EM ENG DE SOFTWARE II,HORISTA A CONTRATAR,3WB,I,GAVEA,0,4,0
"INF2003, TRAB IND EM ENG DE SOFTWARE II, 3WC",INF2003,TRAB IND EM ENG DE SOFTWARE II,HORISTA A CONTRATAR,3WC,I,GAVEA,0,4,0
"INF2003, TRAB IND EM ENG DE SOFTWARE II, 3WF",INF2003,TRAB IND EM ENG DE SOFTWARE II,MARCOS KALINOWSKI,3WF,I,GAVEA,0,4,0
"INF2004, TRAB IND ENG DE SOFTWARE III, 3WA",INF2004,TRAB IND ENG DE SOFTWARE III,JULIANA ARRIEL,3WA,I,GAVEA,0,6,0
"INF2004, TRAB IND ENG DE SOFTWARE III, 3WB",INF2004,TRAB IND ENG DE SOFTWARE III,ALESSANDRO FABRICIO GARCIA,3WB,I,GAVEA,0,6,0
"INF2004, TRAB IND ENG DE SOFTWARE III, 3WC",INF2004,TRAB IND ENG DE SOFTWARE III,HORISTA A CONTRATAR,3WC,I,GAVEA,0,6,0
"INF2004, TRAB IND ENG DE SOFTWARE III, 3WF",INF2004,TRAB IND ENG DE SOFTWARE III,MARCOS KALINOWSKI,3WF,I,GAVEA,0,6,0
"INF2006, TOP ENGENHARIA DE SOFTWARE II, 3WA",INF2006,TOP ENGENHARIA DE SOFTWARE II,JULIANA ARRIEL,3WA,I,SEX 13-15,0,1,0
"INF2031, TOPICOS DE BANCO DE DADOS II, 3WA",INF2031,TOPICOS DE BANCO DE DADOS II,SERGIO LIFSCHITZ,3WA,I,SEG 11-13 DPTO,0,1,0
"INF2032, TOPICOS DE BANCO DE DADOS III, 3WA",INF2032,TOPICOS DE BANCO DE DADOS III,ANTONIO LUZ FURTADO,3WA,I,QUA 13-15,0,1,0
"INF2036, TRAB IND TEO COMPUTACAO I, 3WA",INF2036,TRAB IND TEO COMPUTACAO I,EDWARD HERMANN HAEUSLER,3WA,I,GAVEA,0,2,0
"INF2036, TRAB IND TEO COMPUTACAO I, 3WB",INF2036,TRAB IND TEO COMPUTACAO I,HORISTA A CONTRATAR,3WB,I,GAVEA,0,2,0
"INF2036, TRAB IND TEO COMPUTACAO I, 3WC",INF2036,TRAB IND TEO COMPUTACAO I,EDUARDO SANY LABER,3WC,I,GAVEA,0,2,0
"INF2036, TRAB IND TEO COMPUTACAO I, 3WE",INF2036,TRAB IND TEO COMPUTACAO I,HORISTA A CONTRATAR,3WE,I,GAVEA,0,2,0
"INF2037, TRAB IND TEO COMPUTACAO II, 3WA",INF2037,TRAB IND TEO COMPUTACAO II,EDWARD HERMANN HAEUSLER,3WA,I,GAVEA,0,4,0
"INF2037, TRAB IND TEO COMPUTACAO II, 3WB",INF2037,TRAB IND TEO COMPUTACAO II,HORISTA A CONTRATAR,3WB,I,GAVEA,0,4,0
"INF2037, TRAB IND TEO COMPUTACAO II, 3WC",INF2037,TRAB IND TEO COMPUTACAO II,EDUARDO SANY LABER,3WC,I,GAVEA,0,4,0
"INF2037, TRAB IND TEO COMPUTACAO II, 3WF",INF2037,TRAB IND TEO COMPUTACAO II,HORISTA A CONTRATAR,3WF,I,GAVEA,0,4,0
"INF2038, TRAB IND TEO COMPUTACAO III, 3WA",INF2038,TRAB IND TEO COMPUTACAO III,EDWARD HERMANN HAEUSLER,3WA,I,GAVEA,0,6,0
"INF2038, TRAB IND TEO COMPUTACAO III, 3WB",INF2038,TRAB IND TEO COMPUTACAO III,HORISTA A CONTRATAR,3WB,I,GAVEA,0,6,0
"INF2038, TRAB IND TEO COMPUTACAO III, 3WC",INF2038,TRAB IND TEO COMPUTACAO III,EDUARDO SANY LABER,3WC,I,GAVEA,0,6,0
"INF2038, TRAB IND TEO COMPUTACAO III, 3WD",INF2038,TRAB IND TEO COMPUTACAO III,HORISTA A CONTRATAR,3WD,I,GAVEA,0,6,0
"INF2056, TOP REDES E SIST COMPUTACAO II, 3WA",INF2056,TOP REDES E SIST COMPUTACAO II,MARKUS ENDLER,3WA,D,QUA 13-16 DPTO,0,0,0
"INF2057, TOP REDES SIST COMPUTACAO III, 3WA",INF2057,TOP REDES SIST COMPUTACAO III,SERGIO COLCHER,3WA,I,QUA 11-13 DPTO,0,1,0
"INF2061, SEMINARIO, 3WA",INF2061,SEMINARIO,PAULO IVSON NETTO SANTOS,3WA,D,SEX 15-16,0,0,0
"INF2063, TOP DE COMPUTACAO GRAFICA II, 3WA",INF2063,TOP DE COMPUTACAO GRAFICA II,ANTONIO LUZ FURTADO,3WA,I,SEX 15-17,0,1,0
"INF2064, TOP DE COMPUTACAO GRAFICA III, 3WA",INF2064,TOP DE COMPUTACAO GRAFICA III,ANTONIO LUZ FURTADO,3WA,I,SEX 13-15 DPTO,0,1,0
"INF2065, TRAB IND COMP GRAFICA I, 3WA",INF2065,TRAB IND COMP GRAFICA I,MARCELO GATTASS,3WA,I,GAVEA,0,2,0
"INF2065, TRAB IND COMP GRAFICA I, 3WB",INF2065,TRAB IND COMP GRAFICA I,HORISTA A CONTRATAR,3WB,I,GAVEA,0,2,0
"INF2065, TRAB IND COMP GRAFICA I, 3WC",INF2065,TRAB IND COMP GRAFICA I,HELIO CORTES VIEIRA LOPES,3WC,I,GAVEA,0,2,0
"INF2065, TRAB IND COMP GRAFICA I, 3WD",INF2065,TRAB IND COMP GRAFICA I,ALBERTO BARBOSA RAPOSO,3WD,I,GAVEA,0,2,0
"INF2065, TRAB IND COMP GRAFICA I, 3WE",INF2065,TRAB IND COMP GRAFICA I,WALDEMAR CELES FILHO,3WE,I,GAVEA,0,2,0
"INF2066, TRAB IND COMP GRAFICA II, 3WA",INF2066,TRAB IND COMP GRAFICA II,MARCELO GATTASS,3WA,I,GAVEA,0,4,0
"INF2066, TRAB IND COMP GRAFICA II, 3WB",INF2066,TRAB IND COMP GRAFICA II,HORISTA A CONTRATAR,3WB,I,GAVEA,0,4,0
"INF2066, TRAB IND COMP GRAFICA II, 3WC",INF2066,TRAB IND COMP GRAFICA II,HELIO CORTES VIEIRA LOPES,3WC,I,GAVEA,0,4,0
"INF2066, TRAB IND COMP GRAFICA II, 3WD",INF2066,TRAB IND COMP GRAFICA II,ALBERTO BARBOSA RAPOSO,3WD,I,GAVEA,0,4,0
"INF2066, TRAB IND COMP GRAFICA II, 3WE",INF2066,TRAB IND COMP GRAFICA II,WALDEMAR CELES FILHO,3WE,I,GAVEA,0,4,0
"INF2067, TRAB IND COMP GRAFICA III, 3WA",INF2067,TRAB IND COMP GRAFICA III,MARCELO GATTASS,3WA,I,GAVEA,0,6,0
"INF2067, TRAB IND COMP GRAFICA III, 3WB",INF2067,TRAB IND COMP GRAFICA III,HORISTA A CONTRATAR,3WB,I,GAVEA,0,6,0
"INF2067, TRAB IND COMP GRAFICA III, 3WC",INF2067,TRAB IND COMP GRAFICA III,HELIO CORTES VIEIRA LOPES,3WC,I,GAVEA,0,6,0
"INF2067, TRAB IND COMP GRAFICA III, 3WD",INF2067,TRAB IND COMP GRAFICA III,ALBERTO BARBOSA RAPOSO,3WD,I,GAVEA,0,6,0
"INF2067, TRAB IND COMP GRAFICA III, 3WE",INF2067,TRAB IND COMP GRAFICA III,WALDEMAR CELES FILHO,3WE,I,GAVEA,0,6,0
"INF2071, TOP INTELIGENCIA ARTIFICIAL II, 3WA",INF2071,TOP INTELIGENCIA ARTIFICIAL II,EDUARDO SANY LABER,3WA,I,SEG 13-16,0,0,0
"INF2072, TOP INTELIGENCIA ARTIFIC III, 3WA",INF2072,TOP INTELIGENCIA ARTIFIC III,JOSE ALBERTO RODRIGUES PEREIRA SARDINHA,3WA,I,QUI 10-12,0,1,0
"INF2079, PESQ TESE I EM BANCO DE DADOS, 3WA",INF2079,PESQ TESE I EM BANCO DE DADOS,ANTONIO LUZ FURTADO,3WA,I,GAVEA,0,3,0
"INF2079, PESQ TESE I EM BANCO DE DADOS, 3WB",INF2079,PESQ TESE I EM BANCO DE DADOS,MARCO ANTONIO CASANOVA,3WB,I,GAVEA,0,3,0
"INF2080, PESQ TESE II EM BANCO DE DADOS, 3WA",INF2080,PESQ TESE II EM BANCO DE DADOS,ANTONIO LUZ FURTADO,3WA,I,GAVEA,0,3,0
"INF2080, PESQ TESE II EM BANCO DE DADOS, 3WB",INF2080,PESQ TESE II EM BANCO DE DADOS,MARCO ANTONIO CASANOVA,3WB,I,GAVEA,0,3,0
"INF2081, PESQ TESE III BANCO DE DADOS, 3WA",INF2081,PESQ TESE III BANCO DE DADOS,ANTONIO LUZ FURTADO,3WA,I,GAVEA,0,3,0
"INF2081, PESQ TESE III BANCO DE DADOS, 3WB",INF2081,PESQ TESE III BANCO DE DADOS,MARCO ANTONIO CASANOVA,3WB,I,GAVEA,0,3,0
"INF2082, PESQ TESE IV EM BANCO DE DADOS, 3WA",INF2082,PESQ TESE IV EM BANCO DE DADOS,ANTONIO LUZ FURTADO,3WA,I,GAVEA,0,3,0
"INF2082, PESQ TESE IV EM BANCO DE DADOS, 3WB",INF2082,PESQ TESE IV EM BANCO DE DADOS,MARCO ANTONIO CASANOVA,3WB,I,GAVEA,0,3,0
"INF2083, TRAB INDIV BANCO DE DADOS I, 3WA",INF2083,TRAB INDIV BANCO DE DADOS I,ANTONIO LUZ FURTADO,3WA,I,GAVEA,0,2,0
"INF2083, TRAB INDIV BANCO DE DADOS I, 3WB",INF2083,TRAB INDIV BANCO DE DADOS I,MARCO ANTONIO CASANOVA,3WB,I,GAVEA,0,2,0
"INF2083, TRAB INDIV BANCO DE DADOS I, 3WC",INF2083,TRAB INDIV BANCO DE DADOS I,HELIO CORTES VIEIRA LOPES,3WC,I,GAVEA,0,2,0
"INF2083, TRAB INDIV BANCO DE DADOS I, 3WD",INF2083,TRAB INDIV BANCO DE DADOS I,SERGIO LIFSCHITZ,3WD,I,GAVEA,0,2,0
"INF2084, TRAB INDIV BANCO DE DADOS II, 3WA",INF2084,TRAB INDIV BANCO DE DADOS II,ANTONIO LUZ FURTADO,3WA,I,GAVEA,0,4,0
"INF2084, TRAB INDIV BANCO DE DADOS II, 3WB",INF2084,TRAB INDIV BANCO DE DADOS II,MARCO ANTONIO CASANOVA,3WB,I,GAVEA,0,4,0
"INF2084, TRAB INDIV BANCO DE DADOS II, 3WC",INF2084,TRAB INDIV BANCO DE DADOS II,HELIO CORTES VIEIRA LOPES,3WC,I,GAVEA,0,4,0
"INF2084, TRAB INDIV BANCO DE DADOS II, 3WD",INF2084,TRAB INDIV BANCO DE DADOS II,SERGIO LIFSCHITZ,3WD,I,GAVEA,0,4,0
"INF2085, TRAB INDIV BANCO DE DADOS III, 3WA",INF2085,TRAB INDIV BANCO DE DADOS III,ANTONIO LUZ FURTADO,3WA,I,GAVEA,0,6,0
"INF2085, TRAB INDIV BANCO DE DADOS III, 3WB",INF2085,TRAB INDIV BANCO DE DADOS III,MARCO ANTONIO CASANOVA,3WB,I,GAVEA,0,6,0
"INF2085, TRAB INDIV BANCO DE DADOS III, 3WC",INF2085,TRAB INDIV BANCO DE DADOS III,HELIO CORTES VIEIRA LOPES,3WC,I,GAVEA,0,6,0
"INF2085, TRAB INDIV BANCO DE DADOS III, 3WD",INF2085,TRAB INDIV BANCO DE DADOS III,SERGIO LIFSCHITZ,3WD,I,GAVEA,0,6,0
"INF2102, PROJETO FINAL DE PROGRAMACAO, 3WA",INF2102,PROJETO FINAL DE PROGRAMACAO,ALBERTO BARBOSA RAPOSO,3WA,I,GAVEA,0,1,0
"INF2104, PRODUÇÃO CIENTÍFICA MESTRADO, 3WA",INF2104,PRODUÇÃO CIENTÍFICA MESTRADO,COORDENADOR DE CURSO,3WA,I,,0,0,0
"INF2125, PROJETO SISTEMAS DE SOFTWARE, 3WA",INF2125,PROJETO SISTEMAS DE SOFTWARE,CARLOS JOSE PEREIRA DE LUCENA,3WA,I,TER 10-13 DPTO,0,0,0
"INF2182, TRAB IND LING PROGRAMACAO IV, 3WA",INF2182,TRAB IND LING PROGRAMACAO IV,HORISTA A CONTRATAR,3WA,I,GAVEA,0,1,0
"INF2182, TRAB IND LING PROGRAMACAO IV, 3WB",INF2182,TRAB IND LING PROGRAMACAO IV,HORISTA A CONTRATAR,3WB,I,GAVEA,0,1,0
"INF2182, TRAB IND LING PROGRAMACAO IV, 3WD",INF2182,TRAB IND LING PROGRAMACAO IV,EDWARD HERMANN HAEUSLER,3WD,I,GAVEA,0,1,0
"INF2183, TRAB IND LING PROGRAMACAO V, 3WA",INF2183,TRAB IND LING PROGRAMACAO V,HORISTA A CONTRATAR,3WA,I,GAVEA,0,2,0
"INF2183, TRAB IND LING PROGRAMACAO V, 3WB",INF2183,TRAB IND LING PROGRAMACAO V,HORISTA A CONTRATAR,3WB,I,GAVEA,0,2,0
"INF2183, TRAB IND LING PROGRAMACAO V, 3WD",INF2183,TRAB IND LING PROGRAMACAO V,EDWARD HERMANN HAEUSLER,3WD,I,GAVEA,0,2,0
"INF2184, TRAB IND LING PROGRAMACAO VI, 3WA",INF2184,TRAB IND LING PROGRAMACAO VI,HORISTA A CONTRATAR,3WA,I,GAVEA,0,3,0
"INF2184, TRAB IND LING PROGRAMACAO VI, 3WB",INF2184,TRAB IND LING PROGRAMACAO VI,HORISTA A CONTRATAR,3WB,I,GAVEA,0,3,0
"INF2184, TRAB IND LING PROGRAMACAO VI, 3WD",INF2184,TRAB IND LING PROGRAMACAO VI,EDWARD HERMANN HAEUSLER,3WD,I,GAVEA,0,3,0
"INF2190, TRAB IND ENG DE SOFTWARE IV, 3WA",INF2190,TRAB IND ENG DE SOFTWARE IV,HORISTA A CONTRATAR,3WA,I,GAVEA,0,1,0
"INF2190, TRAB IND ENG DE SOFTWARE IV, 3WB",INF2190,TRAB IND ENG DE SOFTWARE IV,HORISTA A CONTRATAR,3WB,I,GAVEA,0,1,0
"INF2190, TRAB IND ENG DE SOFTWARE IV, 3WD",INF2190,TRAB IND ENG DE SOFTWARE IV,JULIANA ARRIEL,3WD,I,GAVEA,0,1,0
"INF2190, TRAB IND ENG DE SOFTWARE IV, 3WF",INF2190,TRAB IND ENG DE SOFTWARE IV,HORISTA A CONTRATAR,3WF,I,GAVEA,0,1,0
"INF2191, TRAB IND ENG DE SOFTWARE V, 3WA",INF2191,TRAB IND ENG DE SOFTWARE V,HORISTA A CONTRATAR,3WA,I,GAVEA,0,2,0
"INF2191, TRAB IND ENG DE SOFTWARE V, 3WB",INF2191,TRAB IND ENG DE SOFTWARE V,HORISTA A CONTRATAR,3WB,I,GAVEA,0,2,0
"INF2191, TRAB IND ENG DE SOFTWARE V, 3WD",INF2191,TRAB IND ENG DE SOFTWARE V,JULIANA ARRIEL,3WD,I,GAVEA,0,2,0
"INF2191, TRAB IND ENG DE SOFTWARE V, 3WF",INF2191,TRAB IND ENG DE SOFTWARE V,HORISTA A CONTRATAR,3WF,I,GAVEA,0,2,0
"INF2192, TRAB IND ENG DE SOFTWARE VI, 3WA",INF2192,TRAB IND ENG DE SOFTWARE VI,ALESSANDRO FABRICIO GARCIA,3WA,I,GAVEA,0,3,0
"INF2192, TRAB IND ENG DE SOFTWARE VI, 3WB",INF2192,TRAB IND ENG DE SOFTWARE VI,HORISTA A CONTRATAR,3WB,I,GAVEA,0,3,0
"INF2192, TRAB IND ENG DE SOFTWARE VI, 3WC",INF2192,TRAB IND ENG DE SOFTWARE VI,HORISTA A CONTRATAR,3WC,I,GAVEA,0,3,0
"INF2192, TRAB IND ENG DE SOFTWARE VI, 3WD",INF2192,TRAB IND ENG DE SOFTWARE VI,JULIANA ARRIEL,3WD,I,GAVEA,0,3,0
"INF2192, TRAB IND ENG DE SOFTWARE VI, 3WF",INF2192,TRAB IND ENG DE SOFTWARE VI,HORISTA A CONTRATAR,3WF,I,GAVEA,0,3,0
"INF2193, PESQ TESE I EM ENG DE SOFTWARE, 3WA",INF2193,PESQ TESE I EM ENG DE SOFTWARE,HORISTA A CONTRATAR,3WA,I,GAVEA,0,3,0
"INF2193, PESQ TESE I EM ENG DE SOFTWARE, 3WB",INF2193,PESQ TESE I EM ENG DE SOFTWARE,HORISTA A CONTRATAR,3WB,I,GAVEA,0,3,0
"INF2193, PESQ TESE I EM ENG DE SOFTWARE, 3WC",INF2193,PESQ TESE I EM ENG DE SOFTWARE,HORISTA A CONTRATAR,3WC,I,GAVEA,0,3,0
"INF2193, PESQ TESE I EM ENG DE SOFTWARE, 3WD",INF2193,PESQ TESE I EM ENG DE SOFTWARE,HORISTA A CONTRATAR,3WD,I,GAVEA,0,3,0
"INF2193, PESQ TESE I EM ENG DE SOFTWARE, 3WF",INF2193,PESQ TESE I EM ENG DE SOFTWARE,HORISTA A CONTRATAR,3WF,I,GAVEA,0,3,0
"INF2194, PESQ TESE II EM ENG SOFTWARE, 3WA",INF2194,PESQ TESE II EM ENG SOFTWARE,HORISTA A CONTRATAR,3WA,I,GAVEA,0,3,0
"INF2194, PESQ TESE II EM ENG SOFTWARE, 3WB",INF2194,PESQ TESE II EM ENG SOFTWARE,HORISTA A CONTRATAR,3WB,I,GAVEA,0,3,0
"INF2194, PESQ TESE II EM ENG SOFTWARE, 3WC",INF2194,PESQ TESE II EM ENG SOFTWARE,HORISTA A CONTRATAR,3WC,I,GAVEA,0,3,0
"INF2194, PESQ TESE II EM ENG SOFTWARE, 3WD",INF2194,PESQ TESE II EM ENG SOFTWARE,HORISTA A CONTRATAR,3WD,I,GAVEA,0,3,0
"INF2194, PESQ TESE II EM ENG SOFTWARE, 3WF",INF2194,PESQ TESE II EM ENG SOFTWARE,HORISTA A CONTRATAR,3WF,I,GAVEA,0,3,0
