codigo_turma,codigo,nome,professor,credito,vagas,inscritos,status,horario_sala,extra
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AC",DSG5002,ESTUDO E PESQUISA MESTRADO II,CARLO FRANZATO,1AC,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AD",DSG5002,ESTUDO E PESQUISA MESTRADO II,CLAUDIA RENATA MONT ALVAO BASTOS RODRIGUES,1AD,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AE",DSG5002,ESTUDO E PESQUISA MESTRADO II,CLAUDIO FREITAS DE MAGALHAES,1AE,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AF",DSG5002,ESTUDO E PESQUISA MESTRADO II,DENISE BERRUEZO PORTINARI,1AF,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AG",DSG5002,ESTUDO E PESQUISA MESTRADO II,JACKELINE LIMA FARBIARZ,1AG,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AH",DSG5002,ESTUDO E PESQUISA MESTRADO II,JORGE ROBERTO LOPES DOS SANTOS,1AH,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AI",DSG5002,ESTUDO E PESQUISA MESTRADO II,LUIZA NOVAES,1AI,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AJ",DSG5002,ESTUDO E PESQUISA MESTRADO II,MARIA MANUELA RUPP QUARESMA,1AJ,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AK",DSG5002,ESTUDO E PESQUISA MESTRADO II,NILTON GONCALVES GAMBA JUNIOR,1AK,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AL",DSG5002,ESTUDO E PESQUISA MESTRADO II,RITA MARIA DE SOUZA COUTO,1AL,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AM",DSG5002,ESTUDO E PESQUISA MESTRADO II,ROBERTA PORTAS GONCALVES RODRIGUES,1AM,D,,0,0,0
"DSG5002, ESTUDO E PESQUISA MESTRADO II, 1AN",DSG5002,ESTUDO E PESQUISA MESTRADO II,VERA MARIA MARSICANO DAMAZIO,1AN,I,,0,0,0
"DSG5003, EXAME DE QUALIFICACAO MESTRADO, 1AA",DSG5003,EXAME DE QUALIFICACAO MESTRADO,COORDENADOR DE CURSO,1AA,D,,0,0,0
"DSG5004, DISSERTACAO DE MESTRADO, 1AA",DSG5004,DISSERTACAO DE MESTRADO,COORDENADOR DE CURSO,1AA,D,,0,0,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AA",DSG5006,ESTUDO PESQUISA DOUT I,ANDERSON ANTONIO PEDROSO,1AA,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AB",DSG5006,ESTUDO PESQUISA DOUT I,CARLOS EDUARDO FELIX DA COSTA,1AB,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AC",DSG5006,ESTUDO PESQUISA DOUT I,CARLO FRANZATO,1AC,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AD",DSG5006,ESTUDO PESQUISA DOUT I,CLAUDIA RENATA MONT ALVAO BASTOS RODRIGUES,1AD,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AE",DSG5006,ESTUDO PESQUISA DOUT I,CLAUDIO FREITAS DE MAGALHAES,1AE,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AF",DSG5006,ESTUDO PESQUISA DOUT I,DENISE BERRUEZO PORTINARI,1AF,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AG",DSG5006,ESTUDO PESQUISA DOUT I,JACKELINE LIMA FARBIARZ,1AG,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AH",DSG5006,ESTUDO PESQUISA DOUT I,JORGE ROBERTO LOPES DOS SANTOS,1AH,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AI",DSG5006,ESTUDO PESQUISA DOUT I,LUIZA NOVAES,1AI,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AJ",DSG5006,ESTUDO PESQUISA DOUT I,MARIA MANUELA RUPP QUARESMA,1AJ,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AK",DSG5006,ESTUDO PESQUISA DOUT I,NILTON GONCALVES GAMBA JUNIOR,1AK,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AL",DSG5006,ESTUDO PESQUISA DOUT I,RITA MARIA DE SOUZA COUTO,1AL,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AM",DSG5006,ESTUDO PESQUISA DOUT I,ROBERTA PORTAS GONCALVES RODRIGUES,1AM,D,GAVEA,0,3,0
"DSG5006, ESTUDO PESQUISA DOUT I, 1AN",DSG5006,ESTUDO PESQUISA DOUT I,VERA MARIA MARSICANO DAMAZIO,1AN,D,GAVEA,0,3,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AA",DSG5007,ESTUDO PESQUISA DOUT II,ANDERSON ANTONIO PEDROSO,1AA,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AB",DSG5007,ESTUDO PESQUISA DOUT II,CARLOS EDUARDO FELIX DA COSTA,1AB,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AC",DSG5007,ESTUDO PESQUISA DOUT II,CARLO FRANZATO,1AC,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AD",DSG5007,ESTUDO PESQUISA DOUT II,CLAUDIA RENATA MONT ALVAO BASTOS RODRIGUES,1AD,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AE",DSG5007,ESTUDO PESQUISA DOUT II,CLAUDIO FREITAS DE MAGALHAES,1AE,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AF",DSG5007,ESTUDO PESQUISA DOUT II,DENISE BERRUEZO PORTINARI,1AF,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AG",DSG5007,ESTUDO PESQUISA DOUT II,JACKELINE LIMA FARBIARZ,1AG,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AH",DSG5007,ESTUDO PESQUISA DOUT II,JORGE ROBERTO LOPES DOS SANTOS,1AH,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AI",DSG5007,ESTUDO PESQUISA DOUT II,LUIZA NOVAES,1AI,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AJ",DSG5007,ESTUDO PESQUISA DOUT II,MARIA MANUELA RUPP QUARESMA,1AJ,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AK",DSG5007,ESTUDO PESQUISA DOUT II,NILTON GONCALVES GAMBA JUNIOR,1AK,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AL",DSG5007,ESTUDO PESQUISA DOUT II,RITA MARIA DE SOUZA COUTO,1AL,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AM",DSG5007,ESTUDO PESQUISA DOUT II,ROBERTA PORTAS GONCALVES RODRIGUES,1AM,D,,0,0,0
"DSG5007, ESTUDO PESQUISA DOUT II, 1AN",DSG5007,ESTUDO PESQUISA DOUT II,VERA MARIA MARSICANO DAMAZIO,1AN,D,,0,0,0
"DSG5008, EXAME QUALIFICACAO DOUTORADO, 1AA",DSG5008,EXAME QUALIFICACAO DOUTORADO,COORDENADOR DE CURSO,1AA,D,,0,0,0
"DSG5009, TESE DE DOUTORADO, 1AA",DSG5009,TESE DE DOUTORADO,COORDENADOR DE CURSO,1AA,D,,0,0,0
"DSG5010, ESTAGIO DOCENCIA GRA II, 1AA",DSG5010,ESTAGIO DOCENCIA GRA II,COORDENADOR DE CURSO,1AA,D,,0,0,0
"DSG5012, FUND TEMAS ARTE CONTEMPORANEA, 1AA",DSG5012,FUND TEMAS ARTE CONTEMPORANEA,CARLOS EDUARDO FELIX DA COSTA,1AA,D,TER 13-16 L120,0,0,0
"DSG5013, FUND PEDAG DOCENCIA DESIGN, 1AA",DSG5013,FUND PEDAG DOCENCIA DESIGN,JACKELINE LIMA FARBIARZ,1AA,I,TER 16-19 L120,0,0,0
"DSG5013, FUND PEDAG DOCENCIA DESIGN, 1AB",DSG5013,FUND PEDAG DOCENCIA DESIGN,ROBERTA PORTAS GONCALVES RODRIGUES,1AB,I,TER 16-19 L120,0,0,0
"DSG5015, FUNDAM CONTEXTUALIZACAO DESIGN, 1AA",DSG5015,FUNDAM CONTEXTUALIZACAO DESIGN,VERA MARIA MARSICANO DAMAZIO,1AA,D,QUI 13-16 VIRTUAL,0,0,0
"DSG5016, ESTAGIO DOCENCIA GRA I, 1AA",DSG5016,ESTAGIO DOCENCIA GRA I,COORDENADOR DE CURSO,1AA,D,GAVEA,0,3,0
"DSG5035, EST-POL CORP GEN SEXUALIDADES, 1AA",DSG5035,EST-POL CORP GEN SEXUALIDADES,DENISE BERRUEZO PORTINARI,1AA,I,QUI 16-19 VIRTUAL,0,0,0
"DSG5038, ERGODESIGN INTERA UX E INOVA, 1AA",DSG5038,ERGODESIGN INTERA UX E INOVA,CLAUDIA RENATA MONT ALVAO BASTOS RODRIGUES,1AA,I,TER 13-16 ARTE1,0,0,0
"DSG5044, DESIGN E SUSTENTABILIDADE, 1AA",DSG5044,DESIGN E SUSTENTABILIDADE,CARLO FRANZATO,1AA,D,QUA 16-19 VIRTUAL,0,0,0
"ECO1101, INTRODUCAO A ECONOMIA, 2GA",ECO1101,INTRODUCAO A ECONOMIA,BEATRIU CANTO SANCHO,2GA,I,SEG 07-09 I011  QUA 07-09 I011,0,0,0
"ECO1101, INTRODUCAO A ECONOMIA, 2GB",ECO1101,INTRODUCAO A ECONOMIA,MARCELO DE ALBUQUERQUE E MELLO,2GB,I,TER 07-09 I011  QUI 07-09 I011,0,0,0
"ECO1101, INTRODUCAO A ECONOMIA, 2GC",ECO1101,INTRODUCAO A ECONOMIA,GUILHERME NUNES DA COSTA,2GC,I,SEG 21-23 I005  QUA 21-23 I005,0,0,0
"ECO1102, INTRODUCAO A ECONOMIA II, 24A",ECO1102,INTRODUCAO A ECONOMIA II,ROBERTO GERALDO SIMONARD SANTOS FILHO,24A,I,SEG 11-13 L328  QUA 11-13 L328,0,0,0
"ECO1103, ECONOMIA(P/ ARQ, DES IND, ENG), 28A",ECO1103,"ECONOMIA(P/ ARQ, DES IND, ENG)",EDUARDO JOSE LOBAO PEGURIER,28A,I,SEX 09-12 VIRTUAL,0,0,0
"ECO1103, ECONOMIA(P/ ARQ, DES IND, ENG), 28B",ECO1103,"ECONOMIA(P/ ARQ, DES IND, ENG)",BEATRIU CANTO SANCHO,28B,I,QUA 09-12 VIRTUAL,0,0,0
"ECO1115, ECONOMIA POLITICA, 2HA",ECO1115,ECONOMIA POLITICA,JOSE GUSTAVO FERES,2HA,I,SEG 15-17 F606  QUA 15-17 FB6,0,0,0
"ECO1115, ECONOMIA POLITICA, 2HB",ECO1115,ECONOMIA POLITICA,ROBERTO GERALDO SIMONARD SANTOS FILHO,2HB,I,SEG 15-17 F610  QUI 15-17 F401,0,0,0
"ECO1115, ECONOMIA POLITICA, 2HC",ECO1115,ECONOMIA POLITICA,MERIDA ALBERTA HERASME MEDINA,2HC,I,SEG 15-17 FB6  SEX 15-17 FB6,0,0,0
"ECO1115, ECONOMIA POLITICA, 2HX",ECO1115,ECONOMIA POLITICA,MERIDA ALBERTA HERASME MEDINA,2HX,I,SEG 17-19 F606  SEX 17-19 F606,0,0,0
"ECO1141, INTROD A MICROECONOMIA, 2JA",ECO1141,INTROD A MICROECONOMIA,MARIANA DE MORAES BASTOS PESSOA ALBUQUERQUE,2JA,I,TER 09-11 F300  QUI 09-11 F300,0,0,0
"ECO1141, INTROD A MICROECONOMIA, 2JB",ECO1141,INTROD A MICROECONOMIA,BEATRIU CANTO SANCHO,2JB,I,TER 09-11 F310  QUI 09-11 F310,0,0,0
"ECO1141, INTROD A MICROECONOMIA, 2JC",ECO1141,INTROD A MICROECONOMIA,MARCELO DE ALBUQUERQUE E MELLO,2JC,I,TER 09-11 F202  QUI 09-11 F202,0,0,0
"ECO1143, TEORIA MICRO II, 2JA",ECO1143,TEORIA MICRO II,ANTONIO MARCOS HOELZ PINTO AMBROZIO,2JA,I,TER 07-09 F310  QUI 07-09 F310,0,0,0
"ECO1144, TEORIA MICRO III, 2JA",ECO1144,TEORIA MICRO III,LEONARDO BANDEIRA REZENDE,2JA,I,QUA 09-11 F200A  SEX 09-11 F310,0,0,0
"ECO1144, TEORIA MICRO III, 2JB",ECO1144,TEORIA MICRO III,CASSIANO BRENO MACHADO ALVES,2JB,I,QUA 09-11 F201  SEX 09-11 F301A,0,0,0
"ECO1145, ECON. DO SETOR PÚBLICO, 2JA",ECO1145,ECON. DO SETOR PÚBLICO,CRISTIANO COSTA CARVALHO,2JA,I,TER 09-11 F200  QUI 09-11 F200,0,0,0
"ECO1146, ECON. INTERNACIONAL, 2JA",ECO1146,ECON. INTERNACIONAL,ELIANE GOTTLIEB,2JA,I,QUA 11-13 F200  SEX 11-13 F200A,0,0,0
"ECO1146, ECON. INTERNACIONAL, 2JB",ECO1146,ECON. INTERNACIONAL,MARCELO DE ALBUQUERQUE E MELLO,2JB,I,QUA 11-13 F201  SEX 11-13 F301A,0,0,0
"ECO1147, TEORIA MICROECONÔMICA I, 2JA",ECO1147,TEORIA MICROECONÔMICA I,HAMILTON MASSATAKA KAI,2JA,I,SEG 07-09 F302  QUA 07-09 F302,0,0,0
"ECO1147, TEORIA MICROECONÔMICA I, 2JB",ECO1147,TEORIA MICROECONÔMICA I,PEDRO VAISSMAN GUINSBURG,2JB,I,SEG 07-09 F310  QUA 07-09 F310,0,0,0
"ECO1241, INTROD A MACROECONOMIA, 2JA",ECO1241,INTROD A MACROECONOMIA,GUSTAVO MAURICIO GONZAGA,2JA,I,SEG 09-11 F300  QUA 09-11 F300,0,0,0
"ECO1241, INTROD A MACROECONOMIA, 2JB",ECO1241,INTROD A MACROECONOMIA,HAMILTON MASSATAKA KAI,2JB,I,SEG 09-11 F310  QUA 09-11 F310,0,0,0
"ECO1241, INTROD A MACROECONOMIA, 2JC",ECO1241,INTROD A MACROECONOMIA,ANDRE SENNA DUARTE,2JC,I,SEG 09-11 F200  QUA 09-11 F200,0,0,0
"ECO1242, TEORIA MACROECONÔMICA I, 2JA",ECO1242,TEORIA MACROECONÔMICA I,ROGERIO LADEIRA FURQUIM WERNECK,2JA,I,TER 09-11 F301A  QUI 09-11 K126,0,0,0
"ECO1242, TEORIA MACROECONÔMICA I, 2JB",ECO1242,TEORIA MACROECONÔMICA I,ANDRE SENNA DUARTE,2JB,I,TER 09-11 K122  QUI 09-11 K122,0,0,0
"ECO1244, TEORIA MACROECONOMICA II, 2JA",ECO1244,TEORIA MACROECONOMICA II,MARCIO GOMES PINTO GARCIA,2JA,I,TER 09-11 F200A  QUI 09-11 F200A,0,0,0
"ECO1244, TEORIA MACROECONOMICA II, 2JB",ECO1244,TEORIA MACROECONOMICA II,NAPOLEAO LUIZ COSTA DA SILVA,2JB,I,TER 09-11 K101  QUI 09-11 K101,0,0,0
"ECO1245, ECON. MONETÁRIA, 2JA",ECO1245,ECON. MONETÁRIA,MARIA CLAUDIA GOMES PEREIRA S GUTIERREZ,2JA,I,TER 11-13 F300  QUI 11-13 F300,0,0,0
"ECO1246, IND. ECONÔMICOS E SOCIAIS, 2JA",ECO1246,IND. ECONÔMICOS E SOCIAIS,WASMALIA SOCORRO BARATA BIVAR,2JA,I,TER 13-15 F310  QUI 13-15 F310  SEX 09-11 RDC,0,0,0
"ECO1246, IND. ECONÔMICOS E SOCIAIS, 2JB",ECO1246,IND. ECONÔMICOS E SOCIAIS,REBECA DE LA ROCQUE PALIS,2JB,I,TER 13-15 F201  QUI 13-15 F302  SEX 09-11 RDC,0,0,0
"ECO1246, IND. ECONÔMICOS E SOCIAIS, 2JC",ECO1246,IND. ECONÔMICOS E SOCIAIS,WASMALIA SOCORRO BARATA BIVAR,2JC,I,TER 13-15 F310  QUI 13-15 F310  SEX 11-13 RDC,0,0,0
"ECO1251, MÉT. QUANT. EM MACROECONOMIA, 2JA",ECO1251,MÉT. QUANT. EM MACROECONOMIA,WALDYR DUTRA AREOSA,2JA,I,TER 07-09 F201  QUI 07-09 F201,0,0,0
"ECO1252, FIN. INTERNACIONAIS, 2JA",ECO1252,FIN. INTERNACIONAIS,MARCIO GOMES PINTO GARCIA,2JA,I,QUA 09-13 DEQM3,0,0,0
"ECO1254, TEORIA MACRO AVANÇADA, 2JA",ECO1254,TEORIA MACRO AVANÇADA,YVAN PIERRE BECARD,2JA,I,TER 11-13 F201  QUI 11-13 F201,0,0,0
"ECO1341, INTROD A ECON APLICADA, 2JB",ECO1341,INTROD A ECON APLICADA,JOSE GUSTAVO FERES,2JB,I,SEG 11-13 F301A  QUA 11-13 F301A  QUI 13-15 RDC,0,0,0
"ECO1341, INTROD A ECON APLICADA, 2JD",ECO1341,INTROD A ECON APLICADA,MAINA CELIDONIO DE CAMPOS,2JD,I,SEG 11-13 F300  QUA 11-13 F300  SEX 13-15 RDC,0,0,0
"ECO1351, MÉT. QUANT. EM ECON. APLICADA, 2JA",ECO1351,MÉT. QUANT. EM ECON. APLICADA,MIGUEL NATHAN FOGUEL,2JA,I,TER 07-09 F200A  QUI 07-09 F200A,0,0,0
"ECO1352, ECON. POLÍTICA, 2JA",ECO1352,ECON. POLÍTICA,MAINA CELIDONIO DE CAMPOS,2JA,I,SEX 09-13 K116,0,0,0
"ECO1355, ECON. DO TRABALHO, 2JA",ECO1355,ECON. DO TRABALHO,RENATA DEL TEDESCO NARITA,2JA,I,TER 09-11 K128  QUI 09-11 K128,0,0,0
"ECO1357, ECON. DO MEIO-AMBIENTE, 2JA",ECO1357,ECON. DO MEIO-AMBIENTE,JULIANO JUNQUEIRA ASSUNCAO,2JA,I,QUA 07-09 F200  SEX 07-09 F302,0,0,0
"ECO1401, FUNDAMENTOS DE ECONOMIA, 24A",ECO1401,FUNDAMENTOS DE ECONOMIA,JOSE GUSTAVO FERES,24A,I,SEG 17-19 F400  QUA 17-19 F400,0,0,0
"ECO1401, FUNDAMENTOS DE ECONOMIA, 24B",ECO1401,FUNDAMENTOS DE ECONOMIA,HAMILTON MASSATAKA KAI,24B,D,SEG 15-17 F400  QUA 15-17 F400,0,0,0
"ECO1410, ECONOMIA BRASILEIRA, 24A",ECO1410,ECONOMIA BRASILEIRA,ROBERTO GERALDO SIMONARD SANTOS FILHO,24A,D,TER 07-09 L410  QUI 07-09 L410,0,0,0
"ECO1441, PROB. E ESTATÍSTICA, 2JA",ECO1441,PROB. E ESTATÍSTICA,FRANCISCO EDUARDO DE LUNA E ALMEIDA SANTOS,2JA,I,SEG 09-11 F200A  QUA 09-11 F201A  SEX 09-11 VIRTUAL,0,0,0
"ECO1441, PROB. E ESTATÍSTICA, 2JB",ECO1441,PROB. E ESTATÍSTICA,JUAREZ DA SILVEIRA FIGUEIREDO,2JB,I,SEG 09-11 F302  QUA 09-11 F302  SEX 09-11 VIRTUAL,0,0,0
"ECO1442, ECONOMETRIA I, 2JA",ECO1442,ECONOMETRIA I,NATHALIE CHRISTINE GIMENES,2JA,I,SEG 09-11 F202  QUA 09-11 F202  SEX 13-15 VIRTUAL,0,0,0
"ECO1443, ECONOMETRIA II, 2JA",ECO1443,ECONOMETRIA II,MARCO ANTONIO FREITAS DE HOLLANDA CAVALCANTI,2JA,I,SEG 07-09 VIRTUAL  QUA 07-09 F300  SEX 07-09 F300,0,0,0
"ECO1443, ECONOMETRIA II, 2JB",ECO1443,ECONOMETRIA II,FRANCISCO EDUARDO DE LUNA E ALMEIDA SANTOS,2JB,I,SEG 07-09 VIRTUAL  QUA 07-09 L324  SEX 07-09 F301A,0,0,0
"ECO1541, ECON. BRASILEIRA I, 2JA",ECO1541,ECON. BRASILEIRA I,NAPOLEAO LUIZ COSTA DA SILVA,2JA,I,SEG 07-09 F301A  QUA 07-09 F301A,0,0,0
"ECO1542, ECON. BRASILEIRA II, 2JA",ECO1542,ECON. BRASILEIRA II,ROBERTO GERALDO SIMONARD SANTOS FILHO,2JA,I,TER 11-13 F201A  QUI 11-13 F201A,0,0,0
"ECO1543, HIST. DO PENSAMENTO ECONÔMICO, 2JA",ECO1543,HIST. DO PENSAMENTO ECONÔMICO,MARIA GABRIELA CARNEIRO DE CARVALHO,2JA,I,TER 11-13 F200  QUI 11-13 F200,0,0,0
"ECO1705, ECONOMETRIA II, 2JB",ECO1705,ECONOMETRIA II,FRANCISCO EDUARDO DE LUNA E ALMEIDA SANTOS,2JB,I,QUA 07-09 L324  SEX 07-09 F301A,0,0,0
"ECO1741, FINANÇAS I, 2JA",ECO1741,FINANÇAS I,SERGIO LEAO,2JA,I,TER 07-09 F300  QUI 07-09 F300,0,0,0
"ECO1741, FINANÇAS I, 2JB",ECO1741,FINANÇAS I,MARIA DE NAZARETH MACIEL,2JB,I,TER 07-09 F301A  QUI 07-09 F301A,0,0,0
"ECO1742, CONTAB. E ANÁLISE DE BALANÇOS, 2JA",ECO1742,CONTAB. E ANÁLISE DE BALANÇOS,MARIA ELENA GAVA REDDO ALVES,2JA,I,SEG 11-13 F310  QUA 11-13 F310,0,0,0
"ECO1742, CONTAB. E ANÁLISE DE BALANÇOS, 2JB",ECO1742,CONTAB. E ANÁLISE DE BALANÇOS,EURIES BEZERRA LIMA,2JB,I,SEG 11-13 F202  QUA 11-13 F202,0,0,0
"ECO1743, FINANÇAS II, 2JA",ECO1743,FINANÇAS II,LUIZ CLAUDIO FERREIRA SACRAMENTO JUNIOR,2JA,I,TER 09-11 F201A  QUI 09-11 F201A,0,0,0
"ECO1743, FINANÇAS II, 2JB",ECO1743,FINANÇAS II,LUIZ CLAUDIO FERREIRA SACRAMENTO JUNIOR,2JB,I,TER 09-11 F201A  QUI 09-11 F201A,0,0,0
"ECO1751, MÉT. QUANT. EM FINANÇAS, 2JA",ECO1751,MÉT. QUANT. EM FINANÇAS,CLAUDIO CARDOSO FLORES,2JA,I,TER 07-09 F201A  QUI 07-09 F201A,0,0,0
"ECO1752, ANÁLISE DE EMPRESAS, 2JA",ECO1752,ANÁLISE DE EMPRESAS,FILIPE BORDALO DI LUCCIO,2JA,I,QUA 09-11 RDC  SEX 09-11 RDC,0,0,0
"ECO1753, DERIVATIVOS FINANCEIROS, 2JA",ECO1753,DERIVATIVOS FINANCEIROS,CLAUDIO CARDOSO FLORES,2JA,I,TER 09-11 K104  QUI 09-11 K104,0,0,0
"ECO1754, FIN. COM. E GEST. DE CARTEIRA, 2JA",ECO1754,FIN. COM. E GEST. DE CARTEIRA,ALEXANDRE LOWENKRON,2JA,I,TER 07-09 F202  QUI 07-09 F202,0,0,0
"ECO1755, TÓP. AVANÇ. EM FINANÇAS I, 2JA",ECO1755,TÓP. AVANÇ. EM FINANÇAS I,STEFAN ALEXANDER,2JA,I,SEG 09-13 F201A,0,0,0
"ECO1756, TÓP. AVANÇ. EM FINANÇAS II, 2JA",ECO1756,TÓP. AVANÇ. EM FINANÇAS II,ANDRE SENNA DUARTE,2JA,I,SEG 07-09 F201  QUA 07-09 F201,0,0,0
"ECO1757, TOP AVANÇ EM FINANÇAS III, 2JA",ECO1757,TOP AVANÇ EM FINANÇAS III,VINICIUS DO NASCIMENTO CARRASCO,2JA,I,SEX 09-11 F302,0,0,0
"ECO1800, TEC DE PESQUISA EM ECONOMIA, 2JA",ECO1800,TEC DE PESQUISA EM ECONOMIA,MIGUEL NATHAN FOGUEL,2JA,I,TER 07-09 F200A  QUI 07-09 F200A,0,0,0
"ECO1801, TEN DE PESQUISA EM ECONOMIA II, 2JA",ECO1801,TEN DE PESQUISA EM ECONOMIA II,CLAUDIO CARDOSO FLORES,2JA,I,TER 07-09 F201A  QUI 07-09 F201A,0,0,0
"ECO1811, MONOGRAFIA I, 2JA",ECO1811,MONOGRAFIA I,MARCIO GOMES PINTO GARCIA,2JA,D,,8,0,0
"ECO1812, MONOGRAFIA II, 2JA",ECO1812,MONOGRAFIA II,MARCIO GOMES PINTO GARCIA,2JA,D,,8,0,0
"ECO1851, ECON. COMPORTAMENTAL, 2JA",ECO1851,ECON. COMPORTAMENTAL,SHEILA NAJBERG,2JA,I,TER 09-11 L774  QUI 09-11 L774,0,0,0
"ECO1861, TOP ESPECIAIS EM ECONOMIA VIII, 2JA",ECO1861,TOP ESPECIAIS EM ECONOMIA VIII,FERNANDA TOROS,2JA,I,SEG 09-11 F201,0,0,0
"ECO2007, MACROECONOMIA I, 2JA",ECO2007,MACROECONOMIA I,YVAN PIERRE BECARD,2JA,D,TER 07-10 F306,0,0,0
"ECO2010, MACROECONOMIA IV, 2JA",ECO2010,MACROECONOMIA IV,MARCIO GOMES PINTO GARCIA,2JA,D,QUA 07-10 F306,0,0,0
"ECO2011, MACROECONOMIA V, 2JA",ECO2011,MACROECONOMIA V,FERNANDO JERICO MENDO LOPEZ,2JA,I,QUI 10-13 F306,0,0,0
"ECO2020, MICROECONOMIA I, 2JA",ECO2020,MICROECONOMIA I,LEONARDO BANDEIRA REZENDE,2JA,D,QUA 16-19 F306,0,0,0
"ECO2141, HIST ECONOMICA I, 2JA",ECO2141,HIST ECONOMICA I,MARCELO DE PAIVA ABREU,2JA,I,QUI 14-17 F306,0,0,0
"ECO2150, ECONOMIA DO TRABALHO I, 2JA",ECO2150,ECONOMIA DO TRABALHO I,GUSTAVO MAURICIO GONZAGA,2JA,I,TER 15-16 F306  QUI 17-19 F306,0,0,0
"ECO2157, FINANCAS CORPORATIVAS, 2JA",ECO2157,FINANCAS CORPORATIVAS,WALTER NOVAES FILHO,2JA,D,SEG 13-16 F306,0,0,0
"ECO2201, DESENVOLVIMENTO ECONOMICO I, 2JA",ECO2201,DESENVOLVIMENTO ECONOMICO I,CLAUDIO ABRAMOVAY FERRAZ DO AMARAL,2JA,D,QUA 13-16 F306,0,0,0
"ECO2501, TEORIA ECONOMICA I, 2JA",ECO2501,TEORIA ECONOMICA I,TIMO CHRISTIAN HILLER,2JA,I,QUI 08-11,0,0,0
"ECO2602, ORGANIZACAO INDUSTRIAL II, 2JA",ECO2602,ORGANIZACAO INDUSTRIAL II,LUCAS ALVES ESTEVAM DE LIMA,2JA,I,SEG 09-12 F306,0,0,0
"ECO2701, ESTATISTICA, 2JA",ECO2701,ESTATISTICA,RENATA DEL TEDESCO NARITA,2JA,D,SEX 17-21 F306,0,0,0
"ECO2705, ECONOMETRIA I, 2JA",ECO2705,ECONOMETRIA I,NATHALIE CHRISTINE GIMENES,2JA,D,SEX 13-16 F306,0,0,0
"ECO2713, MATEMATICA, 2JA",ECO2713,MATEMATICA,TIMO CHRISTIAN HILLER,2JA,D,SEX 08-11 F306,0,0,0
"ECO2801, SEMINAR PESQ POL ECONOMICA, 2JA",ECO2801,SEMINAR PESQ POL ECONOMICA,CARLOS VIANA DE CARVALHO,2JA,D,TER 13-15 F302,0,0,0
"ECO2810, SEMINAR DISS MESTRADO I, 2JA",ECO2810,SEMINAR DISS MESTRADO I,COORDENADOR DE CURSO,2JA,I,GAVEA,0,3,0
"ECO2811, SEMINAR DISS MESTRADO II, 2JA",ECO2811,SEMINAR DISS MESTRADO II,COORDENADOR DE CURSO,2JA,I,GAVEA,0,3,0
